id,release_date,movie,production_budget,domestic_gross,worldwide_gross
92,8-Jan-16,The Forest,10000000,26594261,40749230
93,6-Nov-09,The Fourth Kind,10000000,26218170,49486874
94,25-Mar-83,The Outsiders,10000000,25697647,25697647
95,12-Jun-98,Can't Hardly Wait,10000000,25358996,25358996
96,17-Aug-12,Sparkle,10000000,24397469,24660323
97,14-Oct-16,Kevin Hart: What Now?,10000000,23591043,23591043
98,26-Apr-13,Mud,10000000,21590086,31556959
99,12-Nov-10,Skyline,10000000,21416355,68264973
100,1-Dec-17,The Disaster Artist,10000000,21120616,28717667
1,16-Sep-16,Blair Witch,10000000,20777061,38985577
2,21-Oct-83,The Dead Zone,10000000,20766000,20766000
3,2-Feb-01,Valentine,10000000,20384136,20384136
4,9-Jun-06,A Prairie Home Companion,10000000,20342852,26716191
5,23-Feb-07,Reno 911!: Miami,10000000,20342161,21851362
6,24-Jul-98,Jane Austen's Mafia,10000000,19843795,30143795
7,23-Oct-15,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374
8,25-Feb-94,Sugar Hill,10000000,18272447,18423914
9,20-Jun-08,Kit Kittredge: An American Girl,10000000,17657973,17657973
10,27-Sep-85,Invasion U.S.A.,10000000,17536256,17536256
11,23-Sep-05,Roll Bounce,10000000,17380866,17433072
12,11-Dec-98,Rushmore,10000000,17105219,19080435
13,19-Jan-90,Tremors,10000000,16667084,16667084
14,17-Jun-05,The Perfect Man,10000000,16535005,19535005
15,3-Aug-90,Mo' Better Blues,10000000,16153000,16153000
16,25-Jan-02,Kung Pow: Enter the Fist,10000000,16033556,17033556
17,7-Oct-16,The Birth of a Nation,10000000,15861566,16891011
18,30-May-03,Wrong Turn,10000000,15417771,28649556
19,16-May-80,The Long Riders,10000000,15198912,15198912
20,12-Mar-99,The Corruptor,10000000,15164492,15164492
21,14-Aug-09,"The Goods: Live Hard, Sell Hard",10000000,15122676,15297318
22,23-Nov-11,My Week with Marilyn,10000000,14597405,34240572
23,25-Dec-14,Big Eyes,10000000,14482031,27317872
24,5-Aug-05,Broken Flowers,10000000,13744960,40744960
25,28-Jun-02,Hey Arnold! The Movie,10000000,13684949,13684949
26,30-Dec-05,The Matador,10000000,12589255,17300838
27,14-Mar-97,Love Jones,10000000,12554569,12554569
28,19-Dec-00,The Gift,10000000,12008642,44567606
29,20-Jan-06,End of the Spear,10000000,11748661,11924041
30,9-Mar-01,Get Over It,10000000,11560259,19860259
31,20-Oct-00,The Legend of Drunken Master,10000000,11546543,11546543
32,19-Feb-99,Office Space,10000000,10827813,12179708
33,23-Jul-99,Drop Dead Gorgeous,10000000,10571408,10571408
34,5-Apr-19,The Best of Enemies,10000000,10205616,10205616
35,3-Apr-98,The Spanish Prisoner,10000000,10162034,13835130
36,11-Jun-99,Le Violon rouge,10000000,10019109,10019109
37,25-Nov-98,Very Bad Things,10000000,9949470,21094974
38,9-Jul-04,Sleepover,10000000,9408183,9408183
39,25-Jan-13,Movie 43,10000000,8840453,31164747
40,19-Oct-18,Can You Ever Forgive Me?,10000000,8803865,11752387
41,26-Oct-84,Body Double,10000000,8801940,8801940
42,21-May-10,MacGruber,10000000,8525600,8629895
43,18-Jul-03,Dirty Pretty Things,10000000,8112414,14156753
44,14-Mar-14,Bad Words,10000000,7779614,7843145
45,27-Mar-15,While We're Young,10000000,7582065,17503828
46,1-Feb-08,Over Her Dead Body,10000000,7570127,21596074
47,24-Oct-01,Bones,10000000,7316658,8378853
48,22-Jun-12,Seeking a Friend for the End of the World,10000000,7078738,11766959
49,1-Dec-06,Turistas,10000000,7027762,14321070
50,11-Nov-16,Shut In,10000000,6900335,11360665
51,11-Feb-11,Cedar Rapids,10000000,6861102,7862131
52,30-Nov-12,The Collection,10000000,6810754,8890094
53,30-Oct-98,American History X,10000000,6719864,6719864
54,16-Jan-04,Teacher's Pet: The Movie,10000000,6491969,6491969
55,15-Oct-99,The Straight Story,10000000,6197866,6197866
56,3-May-02,Deuces Wild,10000000,6044618,6244618
57,28-Mar-08,"Run, Fatboy, Run",10000000,6003262,33512260
58,18-Dec-81,Heartbeeps,10000000,6000000,6000000
59,20-Mar-15,Danny Collins,10000000,5637066,8465845
60,4-Jul-07,Rescue Dawn,10000000,5490423,7037886
61,5-Apr-00,Black and White,10000000,5241315,5241315
62,18-Jun-10,Io sono lâamore,10000000,5005465,15121528
63,26-Oct-01,On the Line,10000000,4365455,4690802
64,15-Jun-18,Gotti,10000000,4286367,6089100
65,16-Mar-12,"Jeff, Who Lives at Home",10000000,4269426,4708127
66,30-Sep-16,Denial,10000000,4073448,9263940
67,29-Apr-16,The Man Who Knew Infinity,10000000,3877922,12382122
68,14-Oct-16,Max Steel,10000000,3818664,4563080
69,30-Mar-16,Everybody Wants Some,10000000,3400278,5437126
70,4-Oct-96,Crash,10000000,3357324,3357324
71,12-Oct-12,Atlas Shrugged: Part II,10000000,3336053,3336053
72,4-Feb-94,Romeo Is Bleeding,10000000,3275585,3275585
73,8-Oct-99,The Limey,10000000,3193102,6030047
74,14-Nov-14,Rosewater,10000000,3128941,3185717
75,22-Dec-00,The House of Mirth,10000000,3041803,5149131
76,1-May-87,Malone,10000000,3000000,3000000
77,2-Jun-06,Peaceful Warrior,10000000,2893666,3260179
78,9-Sep-11,Bucky Larson: Born to Be a Star,10000000,2529395,2529395
79,6-Oct-00,Bamboozled,10000000,2185266,2373937
80,11-Feb-81,Sphinx,10000000,2000000,11400000
81,3-May-13,The Iceman,10000000,1930282,3623609
82,5-Jun-15,Testament of Youth,10000000,1822250,6646669
83,21-Apr-17,Free Fire,10000000,1799322,3793739
84,24-Jun-11,A Better Life,10000000,1759252,1884251
85,28-Feb-03,Spider,10000000,1641788,1641788
86,4-Feb-00,Gun Shy,10000000,1638202,1638202
87,27-Dec-02,Nicholas Nickleby,10000000,1562800,1562800
88,16-Apr-10,The Joneses,10000000,1475746,3541565
89,23-Jun-06,Krrish,10000000,1430721,32430721
90,27-Jul-12,Killer Joe,10000000,1291645,4659110
91,2-Jun-17,Churchill,10000000,1279681,7582196
92,11-Aug-00,Cecil B. Demented,10000000,1276984,1953882
93,21-Mar-14,50 to 1,10000000,1069454,1069454
94,2-May-03,Owning Mahowny,10000000,1011054,1011054
95,19-Oct-07,The Ten Commandments,10000000,952820,1051907
96,7-Sep-07,The Brothers Solomon,10000000,900926,900926
97,4-Apr-08,My Blueberry Nights,10000000,866778,22198996
98,6-Aug-99,Illuminata,10000000,836641,836641
99,20-Jan-12,Coriolanus,10000000,749641,2179623
100,4-Oct-13,Parkland,10000000,641439,1616353
1,11-Oct-02,Swept Away,10000000,598645,598645
2,23-May-08,"War, Inc.",10000000,580862,1299855
3,2-Apr-04,Shaolin Soccer,10000000,488872,42776032
4,27-Aug-04,The Brown Bunny,10000000,366301,630427
5,14-Sep-07,King of California,10000000,268461,1165102
6,24-Oct-97,Rien ne va plus,10000000,245359,5045359
7,14-Aug-98,La femme de chambre du Titanic,10000000,244465,244465
8,17-Dec-04,Imaginary Heroes,10000000,228524,290875
9,26-Oct-01,High Heels and Low Lifes,10000000,226792,226792
10,21-Aug-09,World's Greatest Dad,10000000,221805,295750
11,3-May-13,"Cinco de Mayo, La Batalla",10000000,173472,173472
12,29-Oct-10,Welcome to the Rileys,10000000,152857,355919
13,9-Sep-16,Kicks,10000000,150191,150191
14,9-Oct-09,Free Style,10000000,141108,721108
15,1-Jun-12,High School,10000000,139034,248133
16,18-May-07,Severance,10000000,137221,5950002
17,14-Jul-06,Edmond,10000000,131719,241719
18,23-Apr-10,Joheunnom nabbeunnom isanghannom,10000000,128486,42226657
19,26-Aug-94,Police Academy 7: Mission to Moscow,10000000,126247,126247
20,19-Feb-10,Blood Done Sign My Name,10000000,109383,109383
21,19-Feb-10,The Good Guy,10000000,100688,106460
22,23-Oct-09,Motherhood,10000000,93388,723388
23,15-Oct-04,Eulogy,10000000,70527,70527
24,7-Nov-14,Elsa & Fred,10000000,67657,197901
25,27-Feb-98,An Alan Smithee Film: Burn Hollywood Burn,10000000,45779,45779
26,28-Aug-09,The Open Road,10000000,19716,19716
27,10-Jul-15,Strangerland,10000000,17472,161097
28,13-Mar-15,Hross i oss,10000000,11894,11894
29,16-Oct-09,Janky Promoters,10000000,9069,9069
30,21-Dec-07,Blonde Ambition,10000000,6422,1537479
31,6-Aug-10,The Oxford Murders,10000000,4803,17704131
32,26-Dec-14,Barbecue,10000000,388,247565
33,31-Dec-10,The Reef,10000000,0,15037867
34,8-Jan-08,White Noise 2: The Light,10000000,0,8243567
35,21-Jul-15,American Heist,10000000,0,2341218
36,8-Oct-10,It's a Wonderful Afterlife,10000000,0,1642939
37,21-Jun-11,You Got Served: Beat The World,10000000,0,1230542
38,21-Aug-09,Fifty Dead Men Walking,10000000,0,997921
39,26-Sep-14,Plastic,10000000,0,575371
40,10-Mar-15,Jungle Shuffle,10000000,0,360898
41,22-Sep-09,Adam Resurrected,10000000,0,90909
42,26-May-09,The Devil's Tomb,10000000,0,0
43,31-Dec-09,Good Intentions,10000000,0,0
44,2-Feb-07,Partition,10000000,0,0
45,13-Apr-12,Detention,10000000,0,0
46,7-Feb-14,Nurse 3D,10000000,0,0
47,19-May-15,Into the Grizzly Maze,10000000,0,0
48,22-Sep-17,Friend Request,9900000,3759078,11310835
49,30-Apr-10,Gunless,9900000,458054,458054
50,3-Apr-09,Adventureland,9800000,16044025,17553055
51,19-Dec-12,Amour,9700000,6738954,36787044
52,28-Apr-06,The Lost City,9600000,2484186,5256839
53,12-Jan-00,Next Friday,9500000,57176582,59675307
54,13-Jun-67,You Only Live Twice,9500000,43100000,111600000
55,10-Jun-88,Poltergeist III,9500000,14114000,14114000
56,21-Dec-16,Dangal,9500000,12391761,294654618
57,19-Mar-10,The Runaways,9500000,3573673,5278632
58,30-Oct-09,Gentlemen Broncos,9500000,115155,119955
59,31-Dec-13,Re-Kill,9500000,0,0
60,7-Nov-63,It's a Mad Mad Mad Mad World,9400000,46300000,60000000
61,3-Nov-06,Volver,9400000,12899867,87226613
62,11-Nov-11,Melancholia,9400000,3030848,21817298
63,7-Aug-81,Heavy Metal,9300000,19571091,19571091
64,13-Nov-12,Jab Tak Hai Jaan,9200000,3047539,5806666
65,29-Dec-95,Richard III,9200000,2684904,4199334
66,21-May-10,Kites,9200000,1685269,17155193
67,31-Dec-11,Red Dog,9100000,0,20927794
68,31-Dec-10,Mine Vaganti,9100000,0,18872126
69,17-Oct-03,The Texas Chainsaw Massacre,9000000,80571655,107967319
70,1-Jan-71,Fiddler on the Roof,9000000,80500000,80500000
71,18-Jul-14,The Purge: Anarchy,9000000,71562550,111534881
72,29-Dec-65,Thunderball,9000000,63600000,141200000
73,30-May-08,The Strangers,9000000,52597610,83051676
74,6-Nov-96,Set It Off,9000000,36049108,36049108
75,21-Oct-16,Ouija: Origin of Evil,9000000,35144505,81831866
76,22-Oct-99,The Best Man,9000000,34102780,34572780
77,9-Nov-88,Child's Play,9000000,33244684,44196684
78,13-Feb-19,Happy Death Day 2U,9000000,28051045,64179495
79,22-Jun-07,Sicko,9000000,24538513,36535837
80,30-Jan-15,Black or White,9000000,21571189,21971021
81,21-Jan-00,Down to You,9000000,20035310,20035310
82,30-Jul-04,Harold & Kumar Go to White Castle,9000000,18225165,18225165
83,13-Oct-00,The Contender,9000000,17804273,17804273
84,18-Feb-00,Boiler Room,9000000,16963963,28773637
85,5-Dec-06,Black Christmas,9000000,16235738,16235738
86,18-Nov-16,The Edge of Seventeen,9000000,14431633,19096003
87,2-Dec-16,Jackie,9000000,13960394,36588512
88,16-Mar-84,The Ice Pirates,9000000,13075390,13075390
89,14-May-04,Breakin' All the Rules,9000000,12232382,12512317
90,12-Aug-11,Glee: The 3D Concert Movie,9000000,11862398,17462398
91,8-Nov-89,Henry V,9000000,10161099,10176701
92,4-Nov-16,Loving,9000000,7710234,12898064
93,28-Nov-07,The Savages,9000000,6623082,10642023
94,16-Apr-03,Chasing Papi,9000000,6126237,12657377
95,8-Sep-00,The Way of the Gun,9000000,6047856,13061935
96,17-May-19,The Sun is Also a Star,9000000,4950029,5434029
97,22-Aug-08,Hamlet 2,9000000,4886216,4934104
98,13-Sep-02,Igby Goes Down,9000000,4777465,4777465
99,29-Apr-94,PCU,9000000,4333569,4333569
100,9-Mar-07,The Ultimate Gift,9000000,3438735,3438735
1,29-Sep-00,Beautiful,9000000,3134509,3134509
2,1-Jun-07,Gracie,9000000,2956339,3922043
3,22-Mar-13,The Sapphires,9000000,2450867,20395040
4,26-Aug-16,Greater,9000000,2000093,2000093
5,25-Dec-18,Destroyer,9000000,1533324,3681096
6,18-Aug-06,Trust the Man,9000000,1530535,2548378
7,26-Aug-05,Undiscovered,9000000,1069318,1069318
8,6-Nov-98,Velvet Goldmine,9000000,1053788,4313644
9,14-May-10,Princess Kaiulani,9000000,883887,883887
10,20-Jun-03,The Legend of Suriyothai,9000000,454255,454255
11,25-Oct-91,Due occhi diabolici,9000000,349618,349618
12,6-May-16,Dheepan,9000000,248795,7704357
13,22-Jan-10,La fille du RER,9000000,208163,208163
14,25-Oct-02,All or Nothing,9000000,184255,184255
15,5-Feb-10,Red Riding: The Year of Our Lord 1974,9000000,148826,148826
16,31-Jul-09,Flammen og Citronen,9000000,148089,1635241
17,2-Apr-10,Leaves of Grass,9000000,70066,85527
18,22-Nov-06,Opal Dream,9000000,14443,14443
19,8-May-15,Skin Trade,9000000,1242,1242
20,17-Jun-14,Beneath Hill 60,9000000,0,3440939
21,20-Jan-15,Veronika Decides to Die,9000000,0,2243
22,10-Oct-68,Barbarella,9000000,0,0
23,1-Feb-13,A Haunting in Connecticut 2: The Ghosts of Georgia,9000000,0,0
24,18-May-12,Polisse,8900000,176988,22744132
25,13-Nov-15,Heist,8900000,50136,3324131
26,26-Feb-11,Ultramarines,8900000,0,0
27,26-Sep-86,Crocodile Dundee,8800000,174803506,328203506
28,31-Dec-04,The I Inside,8800000,0,0
29,30-Nov-07,Awake,8600000,14373825,32968648
30,18-Nov-16,Manchester by the Sea,8500000,47695371,77733867
31,16-Dec-09,Crazy Heart,8500000,39471742,47417251
32,15-Aug-08,Star Wars: The Clone Wars,8500000,35161554,68695443
33,20-Feb-15,The DUFF,8500000,34030343,43528634
34,31-Oct-14,Nightcrawler,8500000,32381218,50334418
35,31-Jul-87,The Lost Boys,8500000,32222567,32222567
36,16-Jan-19,Dragon Ball Super: Broly,8500000,30376755,122747755
37,7-Nov-79,The Rose,8500000,29200000,29200000
38,27-Sep-13,Baggage Claim,8500000,21569509,22885836
39,7-Oct-16,Middle School: The Worst Years of My Life,8500000,20007149,23311293
40,1-Mar-91,Haakon Haakonsen,8500000,15024232,15024232
41,23-Apr-99,Election,8500000,14943582,17202854
42,9-Mar-07,The Namesake,8500000,13610521,20288774
43,18-Oct-13,All is Lost,8500000,6263670,10386814
44,27-Feb-04,Club Dread,8500000,5001655,7573551
45,17-Sep-09,Bright Star,8500000,4444637,17220091
46,21-Sep-01,Glitter,8500000,4273372,4273372
47,13-Jun-14,The Rover,8500000,1109199,3180252
48,23-Apr-04,Silmido,8500000,298347,30298347
49,7-Nov-08,Repo! The Genetic Opera,8500000,140244,198883
50,31-Dec-17,Posledniy bogatyr,8500000,0,30700192
51,1-Nov-16,A.C.O.R.N.S.: Operation Crackdown,8500000,0,1353287
52,12-Feb-10,My Name is Khan,8470000,4046336,42355526
53,23-Mar-07,Namastey London,8400000,1207007,6831069
54,31-May-13,Yeh Jawaani Hai Deewani,8300000,3827466,50827466
55,4-Jun-99,Limbo,8300000,2160710,2598224
56,16-Mar-07,The Wind That Shakes the Barley,8300000,1829142,25670174
57,16-Apr-10,The City of Your Final Destination,8300000,493296,1353296
58,24-Nov-06,Kurtlar vadisi - Irak,8300000,0,24906717
59,23-Feb-51,Quo Vadis?,8250000,30000000,30028513
60,2-Mar-65,The Sound of Music,8200000,163214286,286214286
61,17-Feb-84,Footloose,8200000,80000000,80000000
62,14-Oct-94,Pulp Fiction,8000000,107928762,212928762
63,22-Jun-84,The Karate Kid,8000000,90815558,90815558
64,22-Jun-79,The Muppet Movie,8000000,76657000,76657000
65,9-Mar-84,Splash,8000000,62599495,62599495
66,26-Jul-06,Little Miss Sunshine,8000000,59891098,100642353
67,17-Sep-10,Easy A,8000000,58401464,76200721
68,8-Aug-86,Stand by Me,8000000,52287414,52287414
69,27-Jun-03,28 Days Laterâ¦,8000000,45064915,82955633
70,22-Jun-79,Escape from Alcatraz,8000000,43000000,43000000
71,30-Jan-04,You Got Served,8000000,40066497,50811858
72,3-May-19,The Intruder,8000000,35095904,36005871
73,30-Sep-11,50/50,8000000,35016118,41334735
74,3-Apr-96,A Thin Line Between Love & Hate,8000000,34873513,34873513
75,2-Sep-15,A Walk in the Woods,8000000,29499394,37119358
76,11-Oct-02,Brown Sugar,8000000,27362712,28315272
77,13-Mar-92,Howards End,8000000,26124872,26317943
78,31-Jan-14,That Awkward Moment,8000000,26068955,53068955
79,21-Mar-08,Shutter,8000000,25928550,47782426
80,25-Dec-81,Modern Problems,8000000,24474312,24474312
81,18-Dec-69,On Her Majesty's Secret Service,8000000,22800000,82000000
82,7-May-93,Much Ado About Nothing,8000000,22549338,22549338
83,10-Apr-92,The Player,8000000,21706101,28876702
84,10-Nov-82,Creepshow,8000000,20036244,20036244
85,28-Apr-06,Akeelah and the Bee,8000000,18848430,18959424
86,14-Oct-94,Wes Craven's New Nightmare,8000000,18090181,18090181
87,1-Oct-99,Drive Me Crazy,8000000,17843379,22591451
88,18-Sep-13,Enough Said,8000000,17550872,25621449
89,16-Jan-98,Half Baked,8000000,17394881,17394881
90,30-Jan-09,New in Town,8000000,16734283,29937909
91,27-Jun-14,Begin Again,8000000,16170632,68838736
92,14-Apr-00,American Psycho,8000000,15070285,34270285
93,19-May-06,See No Evil,8000000,15032800,18828036
94,7-Aug-02,The Good Girl,8000000,14018296,16585503
95,4-Aug-06,"Bon Cop, Bad Cop",8000000,12671300,12740705
96,30-Oct-09,The Boondock Saints 2: All Saints Day,8000000,10273187,10629320
97,29-Apr-11,Prom,8000000,10130219,10763183
98,22-Apr-94,The Inkwell,8000000,8864699,8864699
99,29-Dec-00,Shadow of the Vampire,8000000,8279017,8279017
100,12-Jun-15,Me and Earl and the Dying Girl,8000000,6758416,9266180
1,8-Oct-10,It's Kind of a Funny Story,8000000,6363628,6632950
2,3-May-96,The Pallbearer,8000000,5656388,5656388
3,22-Sep-00,Woman on Top,8000000,5018450,10192613
4,12-May-00,Held Up,8000000,4714090,4714090
5,2-Sep-16,Morgan,8000000,3915251,7298786
6,30-Dec-15,Anomalisa,8000000,3759286,5706168
7,23-Dec-05,CachÃ©,8000000,3647381,19891331
8,29-Dec-10,Another Year,8000000,3205706,20005613
9,20-Sep-02,8 femmes,8000000,3076425,42376425
10,1-Jan-91,Showdown in Little Tokyo,8000000,2275557,2275557
11,25-Sep-98,Clay Pigeons,8000000,1793359,2256606
12,20-Dec-13,Le passÃ©,8000000,1335672,15752575
13,6-Apr-18,Lean on Pete,8000000,1163056,2455027
14,19-Nov-10,Made in Dagenham,8000000,1095369,15644196
15,6-Jun-08,And When Did You Last See Your Father?,8000000,1071240,2476491
16,3-May-19,El Chicano,8000000,700261,700261
17,5-Mar-10,The Secret of Kells,8000000,690290,3582797
18,24-Jan-97,Prefontaine,8000000,590817,590817
19,28-Oct-83,The Wicked Lady,8000000,589308,589308
20,5-May-06,Down in the Valley,8000000,568932,973443
21,11-May-07,Brooklyn Rules,8000000,458232,458232
22,24-Oct-03,The Singing Detective,8000000,336456,524747
23,15-Jun-07,Fido,8000000,298110,456814
24,26-Oct-18,London Fields,8000000,252676,433732
25,16-Sep-11,Restless,8000000,163753,2772511
26,12-Jun-98,The Land Girls,8000000,146083,146083
27,18-May-07,The Wendell Baker Story,8000000,127188,127188
28,29-Oct-10,Wild Target,8000000,109338,5314194
29,18-Apr-08,Pathology,8000000,109045,3270974
30,5-Oct-12,Wuthering Heights,8000000,100915,2721534
31,18-Nov-16,A Street Cat Named Bob,8000000,82703,17382693
32,18-Aug-06,10th & Wolf,8000000,54702,143782
33,22-May-15,Aloft,8000000,53086,237688
34,14-Oct-11,Fireflies in the Garden,8000000,36884,3587191
35,23-Sep-05,Dear Wendy,8000000,23106,446438
36,27-Apr-01,Akira,8000000,19585,19585
37,31-Dec-05,Welcome to Dongmakgol,8000000,0,48000000
38,20-Sep-13,Feichang Xingyun,8000000,0,21970000
39,29-Sep-17,"Don Gato, el inicio de la pandilla",8000000,0,4604656
40,4-Sep-07,The Death and Life of Bobby Z,8000000,0,414617
41,24-Apr-18,Backstabbing For Beginners,8000000,0,343773
42,12-Aug-14,Swelter,8000000,0,44197
43,30-Nov-07,Maurice Richard,8000000,0,0
44,24-Feb-15,Green Street Hooligans: Underground,8000000,0,0
45,31-Dec-09,Christmas in Beverly Hills,8000000,0,0
46,31-Dec-15,Henry Joseph Church,8000000,0,0
47,6-May-16,Code of Honor,8000000,0,0
48,21-Jun-19,Burn Your Maps,8000000,0,0
49,27-Jan-06,Imagine Me & You,7900000,672243,3129471
50,4-Jul-03,Swimming Pool,7800000,10130108,24021282
