id,release_date,movie,production_budget,domestic_gross,worldwide_gross
27,22-Sep-10,You Will Meet a Tall Dark Stranger,15000000,3247816,34247816
28,23-Oct-15,Rock the Kasbah,15000000,3020665,3386153
29,15-Sep-10,Never Let Me Go,15000000,2434652,11173718
30,9-Sep-16,The Disappointments Room,15000000,2423467,3503761
31,25-Dec-03,The Company,15000000,2281585,3396508
32,18-Jul-08,Transsiberian,15000000,2203641,6379575
33,22-Oct-99,Crazy in Alabama,15000000,1954202,1954202
34,17-Jan-86,The Clan of the Cave Bear,15000000,1953732,1953732
35,3-Feb-17,The Comedian,15000000,1658706,1658706
36,14-Mar-08,Funny Games,15000000,1294640,8200127
37,2-Jun-06,Banlieue 13,15000000,1200216,11599903
38,12-Nov-99,Felicia's Journey,15000000,824295,1970268
39,25-Jan-02,Metropolis,15000000,673414,1405032
40,16-Oct-15,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000,632542,11279884
41,1-Dec-95,Things to Do in Denver when You're Dead,15000000,529766,529766
42,26-Apr-13,The Reluctant Fundamentalist,15000000,528731,528731
43,6-Feb-04,The Return,15000000,501752,5953886
44,25-Jul-03,Buffalo Soldiers,15000000,353743,353743
45,25-Apr-03,Steal (Canadian Release),15000000,220944,220944
46,27-Aug-10,Centurion,15000000,123570,7885048
47,23-Oct-09,Ong-Bak 2,15000000,102458,7583050
48,31-Dec-96,Silent Trigger,15000000,76382,76382
49,1-Aug-08,Midnight Meat Train,15000000,73548,1590246
50,6-Sep-13,Winnie Mandela,15000000,61847,61847
51,4-Nov-11,The Son of No One,15000000,30680,1148578
52,25-Oct-02,All the Queen's Men,15000000,22723,22723
53,5-Oct-07,The Good Night,15000000,22441,22441
54,6-Dec-13,Khumba,15000000,0,20898221
55,5-May-15,A Few Best Men,15000000,0,17224539
56,10-Oct-14,AutÃ³mata,15000000,0,6775458
57,31-Dec-15,Chiamatemi Francesco - Il papa della gente,15000000,0,3925769
58,31-Dec-08,Bathory,15000000,0,3436763
59,5-Feb-10,San suk si gin,15000000,0,2013340
60,31-Dec-05,Dungeons & Dragons: Wrath of the Dragon God,15000000,0,909822
61,17-Feb-17,In Dubious Battle,15000000,0,214182
62,1-Sep-15,Broken Horses,15000000,0,3471
63,29-Jun-01,Pandaemonium,15000000,0,0
64,14-Aug-19,Blinded by the Light,15000000,0,0
65,12-Feb-93,Groundhog Day,14600000,70906973,70906973
66,1-Jul-15,Magic Mike XXL,14500000,66013057,123660597
67,1-Nov-96,Romeo+Juliet,14500000,46338728,147542381
68,22-Jul-11,Elle s'appelait Sarah,14500000,7691700,25480031
69,5-Jun-15,Freedom,14500000,0,872757
70,7-Aug-92,Unforgiven,14400000,101157447,159157447
71,27-Jan-06,Manderlay,14200000,74205,543306
72,23-Mar-90,Pretty Woman,14000000,178406268,432645872
73,18-Sep-87,Fatal Attraction,14000000,156645693,320100000
74,12-Nov-08,Slumdog Millionaire,14000000,141330703,384530440
75,17-Dec-74,Towering Inferno,14000000,116000000,139700000
76,25-May-88,Crocodile Dundee 2,14000000,109306210,239606210
77,20-Dec-89,Born on the Fourth of July,14000000,70001698,70001698
78,1-Oct-93,Cool Runnings,14000000,68856263,155056263
79,12-Jan-07,Stomp the Yard,14000000,61356221,75525718
80,16-Jan-09,My Bloody Valentine,14000000,51545952,102836002
81,31-Aug-12,The Possession,14000000,49130588,82925064
82,22-Oct-82,First Blood,14000000,47212904,125212904
83,13-Jul-77,The Spy Who Loved Me,14000000,46800000,185400000
84,25-Sep-98,Urban Legend,14000000,38116707,72571864
85,9-Dec-81,Taps,14000000,35856053,35856053
86,24-Feb-12,Tyler Perry's Good Deeds,14000000,35025791,35579177
87,18-Jan-91,White Fang,14000000,34729091,34729091
88,21-Dec-88,Dangerous Liaisons,14000000,34700000,34700000
89,8-Oct-99,Superstar,14000000,30628981,30628981
90,13-Jan-12,The Iron Lady,14000000,29959436,115592104
91,23-Jul-93,Poetic Justice,14000000,27450453,27450453
92,4-Oct-02,Jonah: A VeggieTales Movie,14000000,25571351,25608779
93,8-Mar-02,All About the Benjamins,14000000,25482931,25873145
94,17-Jun-77,Exorcist II: The Heretic,14000000,25011000,25011000
95,12-Mar-10,Our Family Wedding,14000000,20255281,21410546
96,27-Oct-95,Vampire in Brooklyn,14000000,19637147,19637147
97,5-May-06,An American Haunting,14000000,16298046,30443277
98,22-Aug-03,My Boss's Daughter,14000000,15549702,15549702
99,7-Aug-09,A Perfect Getaway,14000000,15515460,22815460
100,25-Oct-96,Thinner,14000000,15171475,15171475
1,21-Aug-98,Dead Man on Campus,14000000,15064948,15064948
2,14-May-99,Tea with Mussolini,14000000,14395874,14395874
3,22-Jun-77,"New York, New York",14000000,13800000,13800000
4,26-Apr-02,Jason X,14000000,13121555,16951798
5,13-May-94,Crooklyn,14000000,13024170,13024170
6,16-Mar-07,I Think I Love My Wife,14000000,12559771,13205411
7,20-Feb-15,Hot Tub Time Machine 2,14000000,12314651,12826644
8,17-Nov-06,Bobby,14000000,11242801,20597806
9,2-Feb-01,Head Over Heels,14000000,10397365,10397365
10,26-Oct-12,Fun Size,14000000,9409538,11166615
11,23-Apr-99,Lost and Found,14000000,6552255,6552255
12,30-Nov-07,Le Scaphandre et le Papillon,14000000,5990075,22754472
13,6-Oct-06,Little Children,14000000,5463019,14121177
14,21-Apr-00,Gossip,14000000,5108820,12591270
15,26-Mar-99,A Walk on the Moon,14000000,4741987,4741987
16,23-Oct-15,Suffragette,14000000,4702420,34044909
17,27-Oct-06,Catch a Fire,14000000,4299773,5782198
18,19-Dec-14,Mr. Turner,14000000,3958546,25187026
19,7-Sep-01,Soul Survivors,14000000,3100650,4288246
20,22-May-09,Easy Virtue,14000000,2656784,20537741
21,31-Mar-95,Jefferson in Paris,14000000,2461628,2461628
22,6-Aug-10,Flipped,14000000,1755212,4289993
23,1-Jan-78,Caravans,14000000,1000000,1000000
24,25-Jun-10,Les herbes folles,14000000,403952,1903952
25,24-Jan-03,Amen,14000000,274299,274299
26,26-Sep-08,The Lucky Ones,14000000,266967,266967
27,30-Sep-11,Margaret,14000000,47185,623292
28,1-Nov-16,Reign of Assassins,14000000,0,11354230
29,27-Oct-09,Stan Helsing: A Parody,14000000,0,1553556
30,9-Dec-05,Brokeback Mountain,13900000,83043761,176980863
31,1-Jul-95,Clueless,13700000,56598476,56598476
32,31-Dec-08,Ca$h,13700000,0,11738256
33,30-Mar-90,Teenage Mutant Ninja Turtles,13500000,135265915,202000000
34,5-Oct-56,The Ten Commandments,13500000,85400591,85434516
35,8-Nov-02,Far From Heaven,13500000,15901849,29027914
36,12-Oct-12,Seven Psychopaths,13500000,15024049,33035736
37,22-Nov-00,Quills,13500000,7060876,11732088
38,29-Jan-82,The Border,13500000,6118683,6118683
39,18-Feb-05,Der Untergang,13500000,5501940,93631744
40,2-Mar-01,The Caveman's Valentine,13500000,687081,892506
41,1-Apr-11,The Last Godfather,13400000,164247,164247
42,4-Apr-14,Under the Skin,13300000,2614251,7229933
43,17-Dec-04,Mar adentro,13300000,2086345,39686345
44,12-Sep-14,No Good Deed,13200000,52543632,54323210
45,23-Dec-87,Good Morning Vietnam,13000000,123922370,123922370
46,3-Dec-10,Black Swan,13000000,106954678,331266710
47,12-Jan-01,Save the Last Dance,13000000,91038276,122244329
48,11-Feb-11,Justin Bieber: Never Say Never,13000000,73013910,99034125
49,4-Jul-18,The First Purge,13000000,69488745,136617305
50,16-Mar-16,Miracles from Heaven,13000000,61705123,73798736
51,11-Feb-00,Snow Day,13000000,60008303,62452927
52,23-Jan-04,The Butterfly Effect,13000000,57924679,95638592
53,11-Dec-74,The Godfather: Part II,13000000,57300000,57300000
54,24-Jun-16,The Shallows,13000000,55121623,118763442
55,17-Jul-87,RoboCop,13000000,53424681,53424681
56,19-Aug-88,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899
57,21-Nov-07,This Christmas,13000000,49121934,49733545
58,14-Feb-14,About Last Night,13000000,48637684,50445860
59,15-Dec-00,"Dude, Where's My Car?",13000000,46729374,73180297
60,12-Aug-88,Young Guns,13000000,44726644,44726644
61,10-Oct-14,St. Vincent,13000000,44137712,54837234
62,2-Jul-14,Earth to Echo,13000000,38934842,42174545
63,31-Mar-99,10 Things I Hate About You,13000000,38177966,60413950
64,10-May-02,The New Guy,13000000,28972187,28972187
65,5-Feb-93,Loaded Weapon 1,13000000,27979399,27979399
66,12-Mar-99,Baby Geniuses,13000000,27151490,27151490
67,24-Apr-98,The Big Hit,13000000,27066941,27066941
68,9-Nov-90,Child's Play 2,13000000,26904572,34166572
69,10-Jul-96,Harriet the Spy,13000000,26570048,26570048
70,1-Mar-13,21 and Over,13000000,25682380,42195766
71,21-Nov-07,The Mist,13000000,25593755,57189408
72,10-Apr-15,Ex Machina,13000000,25440971,38358392
73,29-Oct-99,Being John Malkovich,13000000,22858926,32382381
74,7-Sep-01,Two Can Play That Game,13000000,22235901,22391450
75,11-Mar-16,Eye in the Sky,13000000,18704596,35402802
76,22-Mar-13,Admission,13000000,18007317,18733666
77,21-Sep-12,The Perks of Being a Wallflower,13000000,17742948,33069303
78,29-Jun-01,crazy/beautiful,13000000,16929123,19929123
79,28-Aug-98,54,13000000,16757163,16757163
80,16-Oct-15,Room,13000000,14677674,36262783
81,16-Oct-15,Woodlawn,13000000,14394097,14403703
82,20-Dec-06,Letters from Iwo Jima,13000000,13756082,67867998
83,29-May-09,MÃ¤n som hatar kvinnor,13000000,12749992,109421911
84,23-Feb-07,The Astronaut Farmer,13000000,11003643,11141213
85,12-Jun-98,Dirty Work,13000000,10020081,10020081
86,17-Jul-15,Bajrangi Bhaijaan,13000000,8178001,121778347
87,8-May-98,Woo,13000000,8064972,8064972
88,9-Sep-16,Robinson Crusoe,13000000,8005586,42446455
89,13-Apr-94,Serial Mom,13000000,7881335,7881335
90,4-Aug-99,Dick,13000000,6276869,6276869
91,10-Nov-99,Light It Up,13000000,5871603,5871603
92,24-Aug-01,Bubble Boy,13000000,5002310,5002310
93,1-Feb-02,Birthday Girl,13000000,4919896,8130727
94,4-May-07,"Paris, je t'aime",13000000,4857374,5175088
95,7-Dec-18,Ben is Back,13000000,3703182,9633111
96,24-Aug-07,Resurrecting the Champ,13000000,3172382,3260555
97,26-Mar-10,Chloe,13000000,3075255,11831131
98,2-Mar-01,The Widow of St. Pierre,13000000,3058380,3058380
99,4-Dec-15,Youth,13000000,2703296,24001573
100,5-Apr-96,Faithful,13000000,2104439,2104439
1,26-Feb-10,Un ProphÃ¨te,13000000,2087720,19910624
2,3-Dec-10,"I Love You, Phillip Morris",13000000,2037459,23014027
3,24-Jul-15,The Vatican Tapes,13000000,1784763,14929184
4,17-Mar-06,Find Me Guilty,13000000,1173673,2898225
5,14-May-93,Excessive Force,13000000,1152117,1152117
6,13-Oct-06,Infamous,13000000,1151330,2613717
7,29-Jul-11,Attack the Block,13000000,1024175,6459183
8,14-Aug-15,Brothers,13000000,656688,17856688
9,29-Dec-00,The Claim,13000000,622023,1375635
10,23-Dec-11,In The Land of Blood and Honey,13000000,303877,509193
11,18-Jun-10,The Killer Inside Me,13000000,217277,3617277
12,30-Mar-12,Womb,13000000,0,0
13,31-Dec-19,Rogue City,13000000,0,0
14,15-Mar-13,The Call,12800000,51872378,69821476
15,5-Aug-16,Operation Chromite,12700000,1022720,49196532
16,12-Sep-14,The Drop,12600000,10724389,19054534
17,12-Jul-02,The Crocodile Hunter: Collision Course,12500000,28436931,33436931
18,3-Sep-10,Machete,12500000,26593646,46370970
19,19-Dec-02,Antwone Fisher,12500000,21078145,23367586
20,12-Feb-82,La Guerre du feu,12500000,20959585,20959585
21,22-Nov-02,The Emperor's Club,12500000,14060950,16193713
22,10-Sep-93,True Romance,12500000,12281000,12309980
23,11-Sep-09,Sorority Row,12500000,11965282,26735797
24,30-Sep-92,Glengarry Glen Ross,12500000,10725228,10725228
25,7-Nov-08,The Boy in the Striped Pyjamas,12500000,9046156,44083403
26,2-Apr-82,Cat People,12500000,7000000,21000000
27,25-May-79,The Prisoner of Zenda,12500000,7000000,7000000
28,15-Oct-10,Conviction,12500000,6797696,11826980
29,12-Oct-07,Lars and the Real Girl,12500000,5956480,11277119
30,21-May-10,Solitary Man,12500000,4360548,4360548
31,22-Sep-00,Dancer in the Dark,12500000,4157491,45557491
32,17-Dec-10,Casino Jack,12500000,2039869,2272186
33,31-Dec-97,Oscar and Lucinda,12500000,1612957,1612957
34,1-Nov-96,The Funeral,12500000,1212799,1412799
35,3-Sep-04,Tae Guik Gi: The Brotherhood of War,12500000,1110186,69826708
36,16-Apr-10,The Perfect Game,12500000,1089445,3931367
37,5-Oct-12,The Paperboy,12500000,677200,4027663
38,1-Mar-13,Ernest et Celestine,12500000,292562,9376444
39,4-May-12,A Little Bit of Heaven,12500000,10011,1100287
40,18-Nov-88,The Land Before Time,12300000,48092846,81972846
41,20-Jun-75,Jaws,12000000,260000000,470700000
42,26-Dec-73,The Exorcist,12000000,230347346,428214478
43,6-Jun-14,The Fault in Our Stars,12000000,124872350,307166834
44,9-Jul-99,American Pie,12000000,101800948,234723148
45,20-Apr-12,Think Like a Man,12000000,91547205,113373764
46,16-Apr-14,Heaven is for Real,12000000,91386097,100916299
47,12-Dec-86,The Golden Child,12000000,79817937,79817937
48,4-Jun-82,Star Trek II: The Wrath of Khan,12000000,78912963,95800000
49,13-Sep-02,Barbershop,12000000,75781642,77063461
50,3-Jun-83,WarGames,12000000,74433837,74433837
51,4-Feb-94,Ace Ventura: Pet Detective,12000000,72217396,107217396
52,24-Feb-12,Act of Valor,12000000,70012847,82497035
53,8-Feb-85,Witness,12000000,65532576,65532576
54,11-Aug-06,Step Up,12000000,65328121,110989157
55,3-Feb-12,Chronicle,12000000,64575175,123681790
56,20-Dec-96,Beavis and Butt-Head Do America,12000000,63118386,63118386
57,1-Jan-70,Patton,12000000,62500000,62500000
58,2-Mar-12,Project X,12000000,54731865,103028188
59,10-Nov-17,"Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915
60,25-Nov-16,Lion,12000000,51739495,149570720
61,4-May-18,Overboard,12000000,50316123,85369830
62,25-Dec-97,Jackie Brown,12000000,39673162,74727492
63,18-Nov-83,Yentl,12000000,39012241,39012241
64,25-Apr-08,Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,43353117
65,22-Nov-13,Philomena,12000000,37709979,98963392
66,6-Nov-81,Time Bandits,12000000,37400000,37400000
67,15-Feb-02,Crossroads,12000000,37188667,57000000
68,24-Jul-15,Paper Towns,12000000,32000304,85450484
69,10-Oct-08,Quarantine,12000000,31691811,41924774
70,21-Aug-02,One Hour Photo,12000000,31597131,52223306
71,1-Feb-08,The Eye,12000000,31418697,57577765
72,7-Apr-04,Johnson Family Vacation,12000000,31203964,31286759
73,21-Dec-01,How High,12000000,31155435,31222395
74,7-Oct-60,Spartacus,12000000,30000000,60000000
75,1-Sep-06,Crank,12000000,27838408,43924923
76,11-Dec-92,The Muppet Christmas Carol,12000000,27281507,27492918
77,12-Aug-16,Hell or High Water,12000000,27007844,37584304
78,25-Oct-02,Frida,12000000,25885000,56131239
79,5-Jul-12,Katy Perry: Part of Me,12000000,25326071,32700439
80,12-Dec-14,Top Five,12000000,25317379,26001741
81,11-Sep-98,Rounders,12000000,22921898,22921898
82,28-Apr-67,Casino Royale,12000000,22744718,41744718
83,15-Jun-79,Prophecy,12000000,22673340,22673340
84,30-Jan-15,Project Almanac,12000000,22348241,32909437
85,14-May-10,Just Wright,12000000,21540363,21867665
86,10-Sep-99,Stir of Echoes,12000000,21133087,21133087
87,13-Jan-95,Tales from the Crypt: Demon Knight,12000000,21089146,21089146
88,1-Jan-78,The Boys from Brazil,12000000,19000000,19000000
89,11-Mar-05,The Upside of Anger,12000000,18761993,28915761
90,3-Mar-06,Aquamarine,12000000,18597342,22978953
91,15-Nov-13,Nebraska,12000000,17654912,24761360
92,9-Jan-04,My Baby's Daddy,12000000,17321573,17322212
93,5-Oct-01,Max Keeble's Big Move,12000000,17292381,17292381
94,9-Dec-11,Young Adult,12000000,16311571,22750356
95,1-Nov-13,About Time,12000000,15323921,89309178
96,14-Dec-18,If Beale Street Could Talk,12000000,14915773,19859167
97,14-Jul-17,Wish Upon,12000000,14301505,23477345
98,6-Aug-97,Def Jam's How To Be a Player,12000000,14010363,14010363
99,30-Oct-98,Living Out Loud,12000000,12905901,12905901
100,3-Oct-08,Rachel Getting Married,12000000,12796861,17475475
1,20-Mar-81,The Postman Always Rings Twice,12000000,12200000,44200000
2,12-Dec-03,Girl with a Pearl Earring,12000000,11634362,43274797
3,10-Feb-82,Das Boot,12000000,11487676,84970337
4,21-Apr-17,Unforgettable,12000000,11368012,16221211
5,3-Dec-04,House of Flying Daggers,12000000,11050094,92863945
6,22-Mar-02,Sorority Boys,12000000,10198766,12516222
7,13-Oct-17,Marshall,12000000,10051659,10116816
8,5-Dec-08,Cadillac Records,12000000,8195551,8942516
9,14-Sep-12,Arbitrage,12000000,7919574,35830713
10,24-Oct-60,The Alamo,12000000,7900000,7900000
11,12-May-00,Screwed,12000000,6982680,6982680
12,20-Oct-06,Running With Scissors,12000000,6860000,8706701
13,3-Sep-93,Fortress,12000000,6730578,46730578
14,1-Jun-12,For Greater Glory: The True Story of Cristiada,12000000,5669081,10026255
15,17-Nov-06,For Your Consideration,12000000,5549923,5549923
16,20-Nov-98,Celebrity,12000000,5078660,6200000
17,20-Jun-03,From Justin to Kelly,12000000,4922166,4922166
18,6-Jun-86,Invaders from Mars,12000000,4884663,4984663
19,22-Mar-96,Girl 6,12000000,4880941,4880941
20,22-Oct-03,In the Cut,12000000,4717455,23693646
21,22-Feb-08,Charlie Bartlett,12000000,3950294,5295909
22,13-Feb-09,Two Lovers,12000000,3149034,16349034
23,15-Nov-13,La grande bellezza,12000000,2883879,29549145
24,15-Feb-02,Last Orders,12000000,2326407,2326407
25,9-Mar-07,Gwoemul,12000000,2201923,92618117
26,13-Nov-81,The Pursuit of D.B. Cooper,12000000,2104164,2104164
27,19-Mar-99,Ravenous,12000000,2062406,2062406
28,14-Jun-02,The Dangerous Lives of Altar Boys,12000000,1779284,1779284
29,1-Mar-13,Stoker,12000000,1703125,12034913
30,7-Mar-08,Married Life,12000000,1506998,2975188
31,5-Aug-05,2046,12000000,1442338,19287485
32,11-Mar-11,Kill the Irishman,12000000,1188194,1188194
33,30-Sep-05,Duma,12000000,870067,994790
34,20-Apr-12,Darling Companion,12000000,793352,1200346
35,4-Jun-10,Ondine,12000000,550472,557545
36,20-Jul-01,Brother,12000000,450594,450594
37,4-Oct-02,Welcome to Collinwood,12000000,378650,4606284
38,18-Apr-08,Life Before Her Eyes,12000000,303439,7203439
39,31-Oct-97,Critical Care,12000000,220175,220175
40,28-Sep-07,Trade,12000000,214202,1513388
41,6-Jan-06,Fateless,12000000,196857,196857
42,3-Sep-10,San qiang pai an jing qi,12000000,190946,310946
43,17-Sep-99,Breakfast of Champions,12000000,178287,178287
44,9-Mar-01,Company Man,12000000,146028,622273
45,7-Nov-09,Nanjing! Nanjing!,12000000,122558,20122558
46,9-Oct-15,Trash,12000000,17484,6553186
47,19-Aug-11,5 Days of War,12000000,17479,87793
48,11-Nov-15,10 Days in a Madhouse,12000000,14616,14616
49,7-Apr-09,1612,12000000,0,5400624
50,31-Dec-15,San cheng ji,12000000,0,1950194
51,31-Dec-11,Tu Xia Chuan Qi,12000000,0,1828400
52,10-Feb-10,Triangle,12000000,0,1594955
53,19-Oct-13,Supesu Batorushippu Yamato,12000000,0,0
54,3-Oct-14,Drive Hard,12000000,0,0
55,30-Oct-15,Dancin' It's On,12000000,0,0
56,5-Jun-09,Home,12000000,0,0
57,23-Sep-16,The Dressmaker,11900000,2022115,24041617
58,10-Dec-99,Diamonds,11900000,81897,81897
59,20-Mar-98,Madadayo,11900000,48856,48856
60,20-Nov-15,Carol,11800000,12711491,42843521
61,21-Apr-89,Pet Sematary,11500000,57469179,57469179
62,22-Jan-16,Dirty Grandpa,11500000,35593113,105078449
63,27-Nov-09,The Cry of the Owl,11500000,0,0
64,9-Oct-09,St. Trinianâs,11400000,15000,29830239
65,25-May-77,Star Wars Ep. IV: A New Hope,11000000,460998007,786598007
66,8-Jun-84,Gremlins,11000000,148168459,148199515
67,22-Dec-65,Doctor Zhivago,11000000,111897830,112036323
68,10-Dec-10,The Fighter,11000000,93617009,129262388
69,24-Oct-08,High School Musical 3: Senior Year,11000000,90559416,274392880
70,27-Dec-91,Fried Green Tomatoes,11000000,81204830,81204830
71,22-Sep-06,Jackass: Number Two,11000000,72778712,85278712
72,13-Mar-92,My Cousin Vinny,11000000,52929168,52929168
73,22-Aug-14,If I Stay,11000000,50474843,78356170
74,7-Apr-89,Major League,11000000,49793054,49793054
75,4-Apr-03,Phone Booth,11000000,46566212,97837138
76,25-Jan-02,A Walk to Remember,11000000,41227069,46060861
77,29-Dec-95,Dead Man Walking,11000000,39387284,83088295
78,5-Mar-99,Cruel Intentions,11000000,38665260,76238901
79,4-Nov-15,Brooklyn,11000000,38322743,62076141
80,17-Oct-08,The Secret Life of Bees,11000000,37780486,39994347
81,1-Apr-15,Woman in Gold,11000000,33307793,58586407
82,12-Jun-81,History of the World: Part I,11000000,31672000,31672000
83,8-Dec-17,"I, Tonya",11000000,30014534,53797409
84,23-Oct-09,Saw VI,11000000,27693292,69752402
85,12-Oct-01,Corky Romano,11000000,23978402,25116103
86,14-Feb-19,Fighting With My Family,11000000,22958583,39049922
87,7-Aug-92,Raising Cain,11000000,21171695,21171695
88,13-Apr-78,F.I.S.T,11000000,20388920,20388920
89,1-Jan-75,Barry Lyndon,11000000,20000000,20169934
90,11-Jan-13,Quartet,11000000,18388357,56178935
91,21-Nov-01,Out Cold,11000000,13906394,14786394
92,13-Oct-00,The Ladies Man,11000000,13592872,13719474
93,30-Mar-01,Tomcats,11000000,13558739,13558739
94,6-Dec-13,Inside Llewyn Davis,11000000,13248209,32943247
95,12-Apr-02,Frailty,11000000,13110448,19947280
96,19-Feb-93,Army of Darkness,11000000,11502976,21502976
97,12-Nov-04,Kinsey,11000000,10214647,17443529
98,10-May-13,Peeples,11000000,9177065,9307166
99,25-Dec-93,What's Eating Gilbert Grape,11000000,9170214,9170214
100,6-Jul-16,Sultan,11000000,5599781,72989781
1,1-Feb-02,Slackers,11000000,4814244,5942218
2,26-Sep-03,The Gospel of John,11000000,4068087,4234355
3,10-Oct-04,Vera Drake,11000000,3753806,13353855
4,31-Jan-03,The Guru,11000000,3051221,24150550
5,14-Dec-95,Othello,11000000,2844379,2844379
6,12-May-95,The Perez Family,11000000,2794056,2794056
7,1-Jan-70,The Molly Maguires,11000000,2200000,2200000
8,1-Jan-91,Return to the Blue Lagoon,11000000,2000000,2000000
9,7-Sep-07,Romance and Cigarettes,11000000,551002,3231251
10,10-Nov-06,Copying Beethoven,11000000,355968,6586324
11,26-Aug-11,Brighton Rock,11000000,229653,229653
12,16-Nov-12,Le prÃ©nom,11000000,61611,25307405
13,8-May-15,La famille BÃ©lier,11000000,0,82438670
14,4-May-12,LOL,11000000,0,10431506
15,5-Feb-16,Misconduct,11000000,0,2352511
16,31-Dec-19,Eli,11000000,0,0
17,24-Oct-08,Saw V,10800000,56746769,118209778
18,25-May-12,Les Intouchables,10800000,13182281,484873045
19,27-Apr-07,Jindabyne,10800000,399879,2862544
20,11-Aug-06,Kabhi Alvida Naa Kehna,10750000,3275443,32575443
21,25-May-79,Alien,10700000,80930630,203628947
22,4-Jun-82,Poltergeist,10700000,74706019,121706019
23,18-Jun-99,An Ideal Husband,10700000,18542974,31341183
24,25-Dec-04,Darkness,10600000,22163442,34409206
25,6-Dec-13,The Last Days on Mars,10600000,24084,261364
26,11-Jun-82,ET: The Extra-Terrestrial,10500000,435110554,792965326
27,2-Apr-68,2001: A Space Odyssey,10500000,59936321,71928046
28,20-Apr-07,In the Land of Women,10500000,11052958,14140402
29,31-Dec-94,There Goes My Baby,10500000,125169,125169
30,20-Feb-04,The Blue Butterfly,10400000,1610194,1610194
31,2-Nov-01,Le Fabuleux destin d'AmÃ©lie Poulain,10350000,33201661,174201661
32,4-Jan-19,PMC: deo beong-keo,10300000,0,12478635
33,18-Feb-83,Lovesick,10100000,10143618,10143618
34,30-Apr-10,Housefull,10100000,1183658,18726300
35,24-Aug-07,September Dawn,10100000,1066555,1066555
36,19-Oct-18,Halloween,10000000,159342015,254900667
37,5-Dec-97,Good Will Hunting,10000000,138433435,225925989
38,22-Oct-04,The Grudge,10000000,110359362,187281115
39,26-Aug-16,Donât Breathe,10000000,89217875,158973685
40,26-Jun-81,Stripes,10000000,85300000,85300000
41,27-Oct-06,Saw III,10000000,80238724,163876815
42,1-Jul-16,The Purge: Election Year,10000000,79042440,118514727
43,18-May-18,Book Club,10000000,68566296,91113683
44,25-Aug-00,Bring it On,10000000,68353550,90453550
45,5-Jan-18,Insidious: The Last Key,10000000,67745330,167885588
46,29-Jan-99,She's All That,10000000,63465522,63465522
47,26-Oct-07,Saw IV,10000000,63300095,135759694
48,24-Feb-06,Madea's Family Reunion,10000000,63257940,63320521
49,7-Jan-05,White Noise,10000000,56094360,92094360
50,17-Oct-86,The Color of Money,10000000,52293000,52293000
51,5-Jun-15,Insidious Chapter 3,10000000,52218558,120453155
52,2-Oct-92,The Mighty Ducks,10000000,50752337,50752337
53,3-Nov-17,Lady Bird,10000000,48958273,78610769
54,6-Nov-09,Precious (Based on the Novel Push by Sapphire),10000000,47566524,68722848
55,4-May-12,The Best Exotic Marigold Hotel,10000000,46383639,134639780
56,8-Jun-18,Hereditary,10000000,44069456,70133905
57,16-Mar-18,"Love, Simon",10000000,40826341,65520633
58,17-Feb-89,Bill & Ted's Excellent Adventure,10000000,40485039,40485039
59,4-Oct-62,The Longest Day,10000000,39100000,50100000
60,16-Feb-96,Happy Gilmore,10000000,38623460,41004412
61,27-Oct-17,Jigsaw,10000000,38052832,102445196
62,31-Aug-01,Jeepers Creepers,10000000,37904175,58939035
63,28-Jun-85,St. Elmoâs Fire,10000000,37800000,37800000
64,11-Dec-68,Oliver!,10000000,37402877,37402877
65,16-Feb-01,Recess: School's Out,10000000,36696761,44451470
66,10-Jul-85,Mad Max Beyond Thunderdome,10000000,36230219,36230219
67,3-Nov-77,Peteâs Dragon,10000000,36000000,36000000
68,22-Jan-16,The Boy,10000000,35819556,68220952
69,4-Oct-85,Commando,10000000,35073978,35073978
70,19-May-17,"Everything, Everything",10000000,34121140,61603136
71,17-Sep-10,Devil,10000000,33679655,63354114
72,22-Nov-02,Friday After Next,10000000,33253609,33526835
73,6-Mar-15,The Second Best Exotic Marigold Hotel,10000000,33078266,90384306
74,22-Mar-85,The Last Dragon,10000000,33000000,33000000
75,28-Apr-17,How to Be a Latin Lover,10000000,32149404,62556228
76,6-Mar-92,The Lawnmower Man,10000000,32100816,32100816
77,3-Oct-08,Nick and Norah's Infinite Playlist,10000000,31487293,33886017
78,19-Dec-03,Calendar Girls,10000000,31011616,93074616
79,12-Nov-99,Dogma,10000000,30651422,43948865
80,10-Aug-18,Slender Man,10000000,30564825,51723644
81,20-Sep-02,The Banger Sisters,10000000,30306281,38067218
82,8-Dec-00,Snatch,10000000,30093107,83593107
83,19-May-89,Road House,10000000,30050028,30050028
84,27-Jul-18,Teen Titans Go! To The Movies,10000000,29790236,51620593
85,9-Sep-16,When the Bough Breaks,10000000,29747603,30768449
86,24-Jun-83,Twilight Zone: The Movie,10000000,29500000,29500000
87,23-Nov-94,A Low Down Dirty Shame,10000000,29317886,29317886
88,30-Aug-13,One Direction: This is Us,10000000,28873374,68541786
89,6-Sep-02,Swimfan,10000000,28564995,34084228
90,6-Oct-06,Employee of the Month,10000000,28444855,38364855
91,21-Aug-15,Sinister 2,10000000,27740955,54104225
